token,count,percent,tags,tag_percentages
ပိုးသန့်,4,0.01%,FARM_OP:4,FARM_OP:100.00%
ပုပ်ခြင်း,4,0.01%,SYM:4,SYM:100.00%
ပုလဲမြေသြဇာ,4,0.01%,FERT:4,FERT:100.00%
ပူအိုက်စွတ်စို,4,0.01%,WEATHER:4,WEATHER:100.00%
ပေါင်းနှိမ်,4,0.01%,FARM_OP:4,FARM_OP:100.00%
ပေါင်းမြက်နှိမ်နင်းခြင်း,4,0.01%,FARM_OP:4,FARM_OP:100.00%
ပေါင်းမြက်များ,4,0.01%,WEED:4,WEED:100.00%
ပေါင်းသင်,4,0.01%,FARM_OP:4,FARM_OP:100.00%
ပေါ်ဆန်း,4,0.01%,VAR:4,VAR:100.00%
ပဲကြီး,4,0.01%,CROP:4,CROP:100.00%
ပဲခူး,4,0.01%,LOC:4,LOC:100.00%
ပျိုးကိုင်း,4,0.01%,CROP_PART:3; SEED:1,CROP_PART:75.00%; SEED:25.00%
ပွင့်ထွေး,4,0.01%,PEST:4,PEST:100.00%
ပွင့်ထွေး,4,0.01%,PEST:4,PEST:100.00%
ပွင့်သီးတင်,4,0.01%,FERT:4,FERT:100.00%
ပွား,4,0.01%,CROP_PART:4,CROP_PART:100.00%
ဖစ်ပရိုနီလ်,4,0.01%,PESTI:4,PESTI:100.00%
ဖရဲပင်,4,0.01%,CROP:4,CROP:100.00%
ဖိုးလမင်းကျိုင်း,4,0.01%,PEST:4,PEST:100.00%
ဖျူစေရီယမ်,4,0.01%,PATH:4,PATH:100.00%
ဖျူစေရီယမ်ပင်ညှိုးရောဂါ,4,0.01%,DIS:4,DIS:100.00%
ဖွတ်,4,0.01%,FARM_OP:4,FARM_OP:100.00%
ဗီယက်နမ်,4,0.01%,LOC:3; VAR:1,LOC:75.00%; VAR:25.00%
ဘစ်စ်မာသိုင်ယာဇိုး,4,0.01%,FUNG:4,FUNG:100.00%
ဘိုကာရှီ,4,0.01%,FERT:4,FERT:100.00%
ဘောင်တင်ခြင်း,4,0.01%,FARM_OP:4,FARM_OP:100.00%
ဘေးကြား,4,0.01%,VAR:4,VAR:100.00%
မက္ကဆီကို,4,0.01%,LOC:4,LOC:100.00%
မက်တယ်လဇီး,4,0.01%,FUNG:4,FUNG:100.00%
မကွေးတိုင်း,4,0.01%,LOC:4,LOC:100.00%
မင်းကွတ်သီး,4,0.01%,CROP:4,CROP:100.00%
မင်းရဲ,4,0.01%,PESTI:4,PESTI:100.00%
မန္တလေး,4,0.01%,LOC:4,LOC:100.00%
မိုးခေါင်မှုဒဏ်,4,0.01%,ABIOD:4,ABIOD:100.00%
မိုးနှမ်း,4,0.01%,CROP:2; SEASON:2,CROP:50.00%; SEASON:50.00%
မိုးပုလဲမြေသြဇာ,4,0.01%,FERT:4,FERT:100.00%
မိုးမြေပဲ,4,0.01%,CROP:4,CROP:100.00%
မုန်လာဥ,4,0.01%,CROP:4,CROP:100.00%
မျိုးကောင်းမျိုးသန့်,4,0.01%,SEED:4,SEED:100.00%
မျိုးစေ့ထုတ်လုပ်ခြင်း,4,0.01%,FARM_OP:3; SEED:1,FARM_OP:75.00%; SEED:25.00%
မျိုးစေ့ပင်ပေါက်,4,0.01%,SEED:4,SEED:100.00%
မျိုးတက်,4,0.01%,SEED:4,SEED:100.00%
မြေကောင်း,4,0.01%,SOIL_TYPE:4,SOIL_TYPE:100.00%
မြေချစိုက်,4,0.01%,FARM_OP:4,FARM_OP:100.00%
မြေဆောင်ရောဂါ,4,0.01%,DIS:4,DIS:100.00%
မြေထုပ်စည်းခြင်း,4,0.01%,FARM_OP:4,FARM_OP:100.00%
မြေနက်,4,0.01%,SOIL_TYPE:4,SOIL_TYPE:100.00%
မြေပွ,4,0.01%,SOIL_TYPE:4,SOIL_TYPE:100.00%
မြေသား,4,0.01%,SOIL_TYPE:4,SOIL_TYPE:100.00%
မြေအောင်းပိုးသတ်ဆေး,4,0.01%,PESTI:4,PESTI:100.00%
မြောင်းမြ,4,0.01%,LOC:4,LOC:100.00%
မှိုဆေးဖျန်း,4,0.01%,FARM_OP:4,FARM_OP:100.00%
မှိုသီးရောဂါ,4,0.01%,DIS:4,DIS:100.00%
ယင်,4,0.01%,PEST:4,PEST:100.00%
ယနေ့,4,0.01%,TIME:4,TIME:100.00%
ရာဘာ,4,0.01%,CROP:4,CROP:100.00%
ရေကြောစည်း,4,0.01%,CROP_PART:4,CROP_PART:100.00%
ရေခဲမုန့်,4,0.01%,FOOD:4,FOOD:100.00%
ရေခဲသေတ္တာ,4,0.01%,EQUIP:4,EQUIP:100.00%
ရေငွေ့စိုထိုင်းဆ,4,0.01%,WEATHER:4,WEATHER:100.00%
ရေဆင်းဂျုံ-၁,4,0.01%,VAR:4,VAR:100.00%
ရေဆင်းဂျုံ-၁၂,4,0.01%,VAR:4,VAR:100.00%
ရေထုတ်မြောင်း,4,0.01%,EQUIP:4,EQUIP:100.00%
ရေပိုက်,4,0.01%,EQUIP:4,EQUIP:100.00%
ရေဖျန်းခြင်း,4,0.01%,FARM_OP:4,FARM_OP:100.00%
ရောစပ်ပက်ဖျန်း,4,0.01%,FARM_OP:4,FARM_OP:100.00%
ရွက်စားပိုး,4,0.01%,PEST:4,PEST:100.00%
ရွက်ဖြန်းမြေဩဇာ,4,0.01%,FERT:4,FERT:100.00%
ရွက်ဝါ,4,0.01%,SYM:4,SYM:100.00%
ရှမ်းပြည်မြောက်ပိုင်း,4,0.01%,LOC:4,LOC:100.00%
လမ်းဒါဆိုင်ဟေလိုသရင်,4,0.01%,PESTI:4,PESTI:100.00%
လေးမျက်နှာ,4,0.01%,LOC:4,LOC:100.00%
သခွါး,4,0.01%,CROP:4,CROP:100.00%
သစ်စိမ်းမြေသြဇာ,4,0.01%,FERT:4,FERT:100.00%
သစ်ဆွေးမြေသြဇာ,4,0.01%,FERT:4,FERT:100.00%
သနပ်ဖက်ပင်,4,0.01%,CROP:4,CROP:100.00%
သန္ဓေအိမ်,4,0.01%,CROP_PART:4,CROP_PART:100.00%
သဘာဝပိုးသတ်ဆေး,4,0.01%,PESTI:4,PESTI:100.00%
သိုလှောင်ခြင်း,4,0.01%,FARM_OP:4,FARM_OP:100.00%
သုံးခု,4,0.01%,COUNT:4,COUNT:100.00%
သဲဆန်,4,0.01%,SOIL_TYPE:4,SOIL_TYPE:100.00%
သြဂုတ်လ,4,0.01%,TIME:4,TIME:100.00%
ဟက်ဇာဂွန်,4,0.01%,FUNG:4,FUNG:100.00%
ဟင်းလျာ,4,0.01%,FOOD:4,FOOD:100.00%
ဟင်္သာတ,4,0.01%,LOC:4,LOC:100.00%
ဟိုက်ဒရိုဂျင်,4,0.01%,NUT:4,NUT:100.00%
ဟော့ပေါ့,4,0.01%,FOOD:4,FOOD:100.00%
အက်ဆီဖိတ်,4,0.01%,PESTI:4,PESTI:100.00%
အညာဒေသ,4,0.01%,LOC:4,LOC:100.00%
အညိုရောင်ပြောင်း,4,0.01%,SYM:4,SYM:100.00%
အပင်မပေါက်,4,0.01%,SYM:4,SYM:100.00%
အပူလောင်,4,0.01%,SYM:4,SYM:100.00%
အဖူးကူးခြင်း,4,0.01%,FARM_OP:4,FARM_OP:100.00%
အမိုးနီးယား,4,0.01%,FERT:2; NUT:2,FERT:50.00%; NUT:50.00%
အရိုး,4,0.01%,CROP_PART:4,CROP_PART:100.00%
အရွက်ကြွေ,4,0.01%,SYM:4,SYM:100.00%
အရွက်ဖျား,4,0.01%,CROP_PART:4,CROP_PART:100.00%
အသီးညှာ,4,0.01%,CROP_PART:4,CROP_PART:100.00%
အသီးပုပ်ရောဂါ,4,0.01%,DIS:4,DIS:100.00%
အအေးလောင်,4,0.01%,SYM:4,SYM:100.00%
အာဟာရဖျော်ရည်,4,0.01%,FERT:4,FERT:100.00%
အိုင်ပရိုဒိုင်ယွန်,4,0.01%,FUNG:4,FUNG:100.00%
အီမာမက်တင်ဘင်ဇိုအိတ်,4,0.01%,PESTI:4,PESTI:100.00%
အောက်ဆီဂျင်,4,0.01%,NUT:4,NUT:100.00%
ဧရာပဒေသာ,4,0.01%,VAR:4,VAR:100.00%
ဩဘာ,4,0.01%,ORG:4,ORG:100.00%
၁ထုပ်,4,0.01%,COUNT:3; QTY:1,COUNT:75.00%; QTY:25.00%
၁ပေခွဲ,4,0.01%,DIST:4,DIST:100.00%
၁လီတာ,4,0.01%,QTY:4,QTY:100.00%
၁၀-၁၅ရက်,4,0.01%,PERIOD:4,PERIOD:100.00%
၁၀ဒီဂရီစင်တီဂရိတ်,4,0.01%,TEMP:4,TEMP:100.00%
၁၀၀ဂရမ်,4,0.01%,QTY:4,QTY:100.00%
၁၀၀၀,4,0.01%,COUNT:4,COUNT:100.00%
၁၂သိန်း,4,0.01%,PRICE:3; QTY:1,PRICE:75.00%; QTY:25.00%
၁၃ပေ,4,0.01%,DIST:4,DIST:100.00%
၁၅-၂၀ရက်,4,0.01%,PERIOD:4,PERIOD:100.00%
၁၈ဒီဂရီစင်တီဂရိတ်,4,0.01%,TEMP:4,TEMP:100.00%
၂-၃ရွက်,4,0.01%,COUNT:4,COUNT:100.00%
၂နာရီ,4,0.01%,PERIOD:4,PERIOD:100.00%
၂ပင်,4,0.01%,COUNT:4,COUNT:100.00%
၂သိန်း,4,0.01%,PRICE:4,PRICE:100.00%
၂၀ဒီဂရီစင်တီဂရိတ်,4,0.01%,TEMP:4,TEMP:100.00%
၂၃လက်မ,4,0.01%,DIST:4,DIST:100.00%
၂၅ရက်သား,4,0.01%,PERIOD:4,PERIOD:100.00%
၂၅၀ဂရမ်,4,0.01%,QTY:4,QTY:100.00%
၂၇ရက်,4,0.01%,PERIOD:4,PERIOD:100.00%
၃လကြာ,4,0.01%,PERIOD:4,PERIOD:100.00%
၄နာရီ,4,0.01%,PERIOD:4,PERIOD:100.00%
၄နှစ်,4,0.01%,PERIOD:4,PERIOD:100.00%
၄မျိုး,4,0.01%,COUNT:4,COUNT:100.00%
၄၀ရက်,4,0.01%,PERIOD:4,PERIOD:100.00%
၅ဂရမ်,4,0.01%,QTY:4,QTY:100.00%
၆နာရီ,4,0.01%,PERIOD:3; TIME:1,PERIOD:75.00%; TIME:25.00%
၆၀%,4,0.01%,QTY:4,QTY:100.00%
၆၀ကျပ်သား,4,0.01%,QTY:4,QTY:100.00%
၆၈လက်မ,4,0.01%,DIST:4,DIST:100.00%
၇-၁၀ရက်ခြား,4,0.01%,PERIOD:4,PERIOD:100.00%
၇၀ဒီဂရီဖာရင်ဟိုက်,4,0.01%,TEMP:4,TEMP:100.00%
၇၀ရာခိုင်နှုန်း,4,0.01%,QTY:4,QTY:100.00%
၈၀%,4,0.01%,QTY:4,QTY:100.00%
၈၀ရာခိုင်နှုန်း,4,0.01%,QTY:4,QTY:100.00%
(၁)ဂါလံ,3,0.01%,QTY:3,QTY:100.00%
(၁၀)ဂရမ်,3,0.01%,QTY:3,QTY:100.00%
(၁၄)ရက်,3,0.01%,PERIOD:3,PERIOD:100.00%
(၁၆)ပြည်,3,0.01%,QTY:3,QTY:100.00%
(၂)ကြိမ်,3,0.01%,COUNT:3,COUNT:100.00%
(၂)ဇွန်း,3,0.01%,QTY:3,QTY:100.00%
(၂)ပင်,3,0.01%,COUNT:3,COUNT:100.00%
(၂)အိတ်,3,0.01%,QTY:2; COUNT:1,QTY:66.67%; COUNT:33.33%
(၂-၃)ကြိမ်,3,0.01%,COUNT:3,COUNT:100.00%
(၂၄)နာရီ,3,0.01%,PERIOD:3,PERIOD:100.00%
(၃)ကြိမ်,3,0.01%,COUNT:3,COUNT:100.00%
(၃)ရက်,3,0.01%,PERIOD:3,PERIOD:100.00%
(၃၀)ရက်,3,0.01%,PERIOD:3,PERIOD:100.00%
(၄)လီတာ,3,0.01%,QTY:3,QTY:100.00%
(၄၀)ဂရမ်,3,0.01%,QTY:3,QTY:100.00%
(၅)ပေ,3,0.01%,DIST:3,DIST:100.00%
10,3,0.01%,COUNT:3,COUNT:100.00%
20,3,0.01%,COUNT:3,COUNT:100.00%
40ရက်,3,0.01%,PERIOD:3,PERIOD:100.00%
ကက်ပ်တန်,3,0.01%,FUNG:3,FUNG:100.00%
ကချင်ပြည်နယ်,3,0.01%,LOC:3,LOC:100.00%
ကပ်တန်,3,0.01%,FUNG:3,FUNG:100.00%
ကယ်လစီယံ,3,0.01%,NUT:3,NUT:100.00%
ကလိုသာလိုနေး,3,0.01%,FUNG:3,FUNG:100.00%
ကာဘာရယ်,3,0.01%,PESTI:3,PESTI:100.00%
ကာဘိုဆာလ်ဖန်,3,0.01%,PESTI:3,PESTI:100.00%
ကားကြီး,3,0.01%,EQUIP:3,EQUIP:100.00%
ကိုင်းဖြတ်ကူးရန်,3,0.01%,FARM_OP:3,FARM_OP:100.00%
ကိုင်းများ,3,0.01%,CROP_PART:3,CROP_PART:100.00%
ကေဟူးမိတ်,3,0.01%,FERT:3,FERT:100.00%
ကော်ဖီပင်,3,0.01%,CROP:3,CROP:100.00%
ကျော်ဆန်းမာ,3,0.01%,PER:3,PER:100.00%
ကြက်ချေးဆွေး,3,0.01%,FERT:3,FERT:100.00%
ကြဲ,3,0.01%,FARM_OP:3,FARM_OP:100.00%
ကြံဖူး,3,0.01%,CROP_PART:3,CROP_PART:100.00%
ကွင်းမြေ,3,0.01%,SOIL_TYPE:3,SOIL_TYPE:100.00%
ကွန်ကရစ်တိုင်,3,0.01%,EQUIP:3,EQUIP:100.00%
ခုတ်ဖုံးစနစ်,3,0.01%,METHOD:3,METHOD:100.00%
ခေါင်နှိမ်ခြင်း,3,0.01%,FARM_OP:3,FARM_OP:100.00%
ခဲမြေ,3,0.01%,SOIL_TYPE:3,SOIL_TYPE:100.00%
ချင်းပင်,3,0.01%,CROP:3,CROP:100.00%
ဂလူးကိုစ့်,3,0.01%,NUT:3,NUT:100.00%
ဂဝံမြေ,3,0.01%,SOIL_TYPE:3,SOIL_TYPE:100.00%
ဂုတ်ကျိုးရောဂါ,3,0.01%,DIS:3,DIS:100.00%
ဂုံနီအိတ်,3,0.01%,EQUIP:3,EQUIP:100.00%
ဂျပန်နိုင်ငံ,3,0.01%,LOC:3,LOC:100.00%
ငမြောင်တောင်,3,0.01%,PEST:3,PEST:100.00%
ငရုတ်သီး,3,0.01%,CROP:3,CROP:100.00%
ငါးရက်ခန့်,3,0.01%,PERIOD:3,PERIOD:100.00%
ငွေတိုး,3,0.01%,VAR:3,VAR:100.00%
ငှက်ကြီးတောင်,3,0.01%,PESTI:3,PESTI:100.00%
ငှက်ပျောသီး,3,0.01%,CROP:3,CROP:100.00%
စစ်ကိုင်း,3,0.01%,LOC:3,LOC:100.00%
စစ်ထုတ်,3,0.01%,FARM_OP:3,FARM_OP:100.00%
စပါးခွံပြာ,3,0.01%,FERT:3,FERT:100.00%
စပါးနှံ,3,0.01%,CROP_PART:3,CROP_PART:100.00%
စပါးမျိုးစေ့,3,0.01%,SEED:3,SEED:100.00%
စပါးရွက်လိပ်အိမ်ပိုး,3,0.01%,PEST:3,PEST:100.00%
စိမ်းစားဥ,3,0.01%,CROP:3,CROP:100.00%
စိုက်ကွက်,3,0.01%,LOC:3,LOC:100.00%
စိုက်ပျိုးရာသီ,3,0.01%,SEASON:3,SEASON:100.00%
စိုက်ဘောင်,3,0.01%,METHOD:3,METHOD:100.00%
ဆန်ခါ,3,0.01%,EQUIP:3,EQUIP:100.00%
ဆန်ဆေးရည်,3,0.01%,FERT:3,FERT:100.00%
ဆန်နီစေ့,3,0.01%,WEED:3,WEED:100.00%
ဆူး,3,0.01%,CROP_PART:3,CROP_PART:100.00%
ဆူးပန်းပင်,3,0.01%,CROP:3,CROP:100.00%
ဆောင်းနှမ်း,3,0.01%,CROP:3,CROP:100.00%
ဆေးတပုံး,3,0.01%,EQUIP:3,EQUIP:100.00%
ဆေးဖျန်းခြင်း,3,0.01%,FARM_OP:3,FARM_OP:100.00%
ဆေးလောင်ခြင်း,3,0.01%,SYM:3,SYM:100.00%
ဇိုင်းကလုံး,3,0.01%,PESTI:3,PESTI:100.00%
ဇိုလာ,3,0.01%,FUNG:3,FUNG:100.00%
ဇီဝမြေဩဇာ,3,0.01%,FERT:3,FERT:100.00%
ဇေယျာသီရိ,3,0.01%,LOC:3,LOC:100.00%
ဇော်ကြား,3,0.01%,CROP:3,CROP:100.00%
ညပိုင်း,3,0.01%,TIME:3,TIME:100.00%
ညဘက်,3,0.01%,TIME:3,TIME:100.00%
ညအချိန်,3,0.01%,TIME:3,TIME:100.00%
ညှပ်စိုက်,3,0.01%,METHOD:3,METHOD:100.00%
ညှိုးခြောက်,3,0.01%,SYM:3,SYM:100.00%
တစ်ကွက်,3,0.01%,COUNT:3,COUNT:100.00%
တစ်ခိုင်,3,0.01%,COUNT:3,COUNT:100.00%
တစ်ဆစ်,3,0.01%,COUNT:3,COUNT:100.00%
တစ်တင်း,3,0.01%,QTY:2; COUNT:1,QTY:66.67%; COUNT:33.33%
တစ်ထွာ,3,0.01%,DIST:2; DIS:1,DIST:66.67%; DIS:33.33%
တစ်နှစ်သား,3,0.01%,PERIOD:3,PERIOD:100.00%
တစ်နှံ,3,0.01%,COUNT:3,COUNT:100.00%
တစ်ပေ,3,0.01%,DIST:3,DIST:100.00%
တစ်မီတာ,3,0.01%,DIST:3,DIST:100.00%
တစ်ရွက်,3,0.01%,COUNT:3,COUNT:100.00%
တနင်္သာရီ,3,0.01%,LOC:3,LOC:100.00%
တပုံး,3,0.01%,COUNT:3,COUNT:100.00%
တမန်းနှိုးပေါင်းထိုးကိရိယာ,3,0.01%,EQUIP:3,EQUIP:100.00%
တမာ,3,0.01%,PESTI:2; CROP:1,PESTI:66.67%; CROP:33.33%
တရုတ်မျိုး,3,0.01%,VAR:3,VAR:100.00%
တိုက်ရိုက်အစေ့ချ,3,0.01%,FARM_OP:3,FARM_OP:100.00%
တိုင်းတာ,3,0.01%,FARM_OP:3,FARM_OP:100.00%
တီကျစ်မြေ,3,0.01%,FERT:3,FERT:100.00%
တီဆူပါ,3,0.01%,FERT:3,FERT:100.00%
တူးထုတ်,3,0.01%,FARM_OP:3,FARM_OP:100.00%
တူးဖော်,3,0.01%,FARM_OP:3,FARM_OP:100.00%
တောင်ကြီး,3,0.01%,LOC:3,LOC:100.00%
ထည့်သွင်းပေးခြင်း,3,0.01%,FARM_OP:3,FARM_OP:100.00%
ထိပ်ညွှန့်,3,0.01%,CROP_PART:3,CROP_PART:100.00%
ထိုင်းမျိုး,3,0.01%,VAR:3,VAR:100.00%
ထောပတ်ပဲ,3,0.01%,CROP:3,CROP:100.00%
ထွန်စက်ငယ်,3,0.01%,EQUIP:3,EQUIP:100.00%
ထွန်ယက်ခြင်း,3,0.01%,FARM_OP:3,FARM_OP:100.00%
ထွန်ရေးထယ်ရေး,3,0.01%,FARM_OP:3,FARM_OP:100.00%
ဒိုင်ဖီနိုကိုနာဇိုး,3,0.01%,FUNG:3,FUNG:100.00%
ဒိုင်ယာဇီနွန်,3,0.01%,PESTI:3,PESTI:100.00%
ဒိုလိုမိုဒ်ကျောက်မှုန့်,3,0.01%,FERT:3,FERT:100.00%
ဒီဇင်ဘာလ,3,0.01%,TIME:3,TIME:100.00%
ဒီနေ့,3,0.01%,TIME:3,TIME:100.00%
ဒုတ္ထာ,3,0.01%,FUNG:3,FUNG:100.00%
ဒူးရင်းပင်,3,0.01%,CROP:3,CROP:100.00%
ဒေါင်းနည်း,3,0.01%,DIS:3,DIS:100.00%
ဒေါင်းနီး,3,0.01%,DIS:3,DIS:100.00%
ဓာတ်ဆား,3,0.01%,NUT:2; FERT:1,NUT:66.67%; FERT:33.33%
နနွင်း,3,0.01%,CROP:3,CROP:100.00%
နနွင်းနက်,3,0.01%,CROP:3,CROP:100.00%
နိုက်တမ်ပိုင်ရန်,3,0.01%,PESTI:3,PESTI:100.00%
နီမတုတ်ရောဂါ,3,0.01%,DIS:2; PATH:1,DIS:66.67%; PATH:33.33%
နုံးမြေ,3,0.01%,SOIL_TYPE:3,SOIL_TYPE:100.00%
နေပြင်း,3,0.01%,WEATHER:3,WEATHER:100.00%
နေလှန်း,3,0.01%,FARM_OP:3,FARM_OP:100.00%
နေလှမ်း,3,0.01%,FARM_OP:3,FARM_OP:100.00%
နွန်း,3,0.01%,SYM:3,SYM:100.00%
နွေးသော,3,0.01%,WEATHER:3,WEATHER:100.00%
နှင်းဆီ,3,0.01%,CROP:3,CROP:100.00%
နှစ်နှစ်,3,0.01%,PERIOD:3,PERIOD:100.00%
နှစ်ရက်,3,0.01%,PERIOD:3,PERIOD:100.00%
နှမ်းဖိုရောဂါ,3,0.01%,DIS:3,DIS:100.00%
နှံကောင်,3,0.01%,PEST:3,PEST:100.00%
ပက်ကျွေး,3,0.01%,FARM_OP:3,FARM_OP:100.00%
ပက်ဖျန်းခြင်း,3,0.01%,FARM_OP:3,FARM_OP:100.00%
ပင်ခြားဝတ်မှုန်ကူးခြင်း,3,0.01%,METHOD:2; FARM_OP:1,METHOD:66.67%; FARM_OP:33.33%
ပင်စည်ပုပ်,3,0.01%,DIS:3,DIS:100.00%
ပင်စည်အစေးထွက်ရောဂါ,3,0.01%,DIS:3,DIS:100.00%
ပင်ဒီမီသလင်,3,0.01%,HERB:3,HERB:100.00%
ပင်ပိုင်းဆိုင်ရာလိင်မဲ့နည်း,3,0.01%,METHOD:3,METHOD:100.00%
ပင်ရင်းပုပ်ရောဂါ,3,0.01%,DIS:3,DIS:100.00%
ပင်လုံး,3,0.01%,CROP_PART:3,CROP_PART:100.00%
ပန်းဂေါ်ဖီစိမ်း,3,0.01%,CROP:3,CROP:100.00%
ပန်းစပွင့်ချိန်,3,0.01%,TIME:3,TIME:100.00%
ပန်းသီး,3,0.01%,CROP:3,CROP:100.00%
ပရိုတင်း,3,0.01%,NUT:3,NUT:100.00%
ပိန္နဲသီး,3,0.01%,CROP:3,CROP:100.00%
ပိန်းပန်း,3,0.01%,CROP:3,CROP:100.00%
ပိန်းဥ,3,0.01%,CROP:3,CROP:100.00%
ပိုင်ရာကလိုစထရိုဘင်,3,0.01%,FUNG:3,FUNG:100.00%
ပိုးမွှားကျရောက်မှု,3,0.01%,BIOD:3,BIOD:100.00%
ပိုးရောဂါ,3,0.01%,DIS:3,DIS:100.00%
ပီဖိုလန်,3,0.01%,FERT:3,FERT:100.00%
ပုရွက်ဆိတ်နီ,3,0.01%,PEST:3,PEST:100.00%
ပုလင်းဘူး,3,0.01%,EQUIP:3,EQUIP:100.00%
ပူစီနံ,3,0.01%,CROP:3,CROP:100.00%
ပူနွေးစိုစွတ်,3,0.01%,WEATHER:3,WEATHER:100.00%
ပူပြင်းခြောက်သွေ့,3,0.01%,WEATHER:3,WEATHER:100.00%
ပေါင်းရှင်းခြင်း,3,0.01%,FARM_OP:3,FARM_OP:100.00%
ပဲငပိ,3,0.01%,CROP:3,CROP:100.00%
ပဲမျိုးစုံ,3,0.01%,CROP:3,CROP:100.00%
ပဲလွမ်း,3,0.01%,CROP:3,CROP:100.00%
ပျဉ်းမနား,3,0.01%,LOC:3,LOC:100.00%
ပျိုးပင်များ,3,0.01%,SEED:3,SEED:100.00%
ပျိုးသက်,3,0.01%,SEED:3,SEED:100.00%
ပြောင်းဖူးပင်,3,0.01%,CROP:3,CROP:100.00%
ပြောင်းရွှေ့စိုက်ပျိုးခြင်း,3,0.01%,FARM_OP:3,FARM_OP:100.00%
ပွင့်,3,0.01%,CROP_PART:3,CROP_PART:100.00%
ပွင့်ဖတ်,3,0.01%,CROP_PART:3,CROP_PART:100.00%
ဖန်လုံအိမ်,3,0.01%,EQUIP:3,EQUIP:100.00%
ဖရဲစေ့,3,0.01%,SEED:3,SEED:100.00%
ဖူးစားပြောင်း,3,0.01%,CROP:3,CROP:100.00%
ဖူးပြောင်း,3,0.01%,CROP:3,CROP:100.00%
ဖူးလိပ်,3,0.01%,CROP_PART:3,CROP_PART:100.00%
ဖော့စ်ဖိတ်,3,0.01%,NUT:2; FERT:1,NUT:66.67%; FERT:33.33%
ဖေ့စ်ပိုးသတ်ဆေး,3,0.01%,PESTI:3,PESTI:100.00%
ဖျူစေရီယမ်ပင်ညှိုး,3,0.01%,DIS:3,DIS:100.00%
ဖြည့်စွက်စာ,3,0.01%,FERT:2; NUT:1,FERT:66.67%; NUT:33.33%
ဘက်စ်ကေ,3,0.01%,FERT:3,FERT:100.00%
ဘက်တီးရီးယားပင်ညှိုး,3,0.01%,DIS:3,DIS:100.00%
ဘင်ဇိုကာ,3,0.01%,FUNG:3,FUNG:100.00%
ဘတ်တီးရီးယား,3,0.01%,PATH:3,PATH:100.00%
ဘရိုကိုလီ,3,0.01%,CROP:3,CROP:100.00%
ဘိုကိတ်,3,0.01%,CROP:3,CROP:100.00%
ဘော်ဒိုမစ်ချား,3,0.01%,FUNG:3,FUNG:100.00%
ဘေးတိုက်ပါးချင်းအပ်ကိုင်းဆက်နည်း,3,0.01%,METHOD:3,METHOD:100.00%
မက်ပဲပင်,3,0.01%,CROP:3,CROP:100.00%
မကျည်း,3,0.01%,CROP:3,CROP:100.00%
မကွေး,3,0.01%,LOC:3,LOC:100.00%
မင်းကွတ်,3,0.01%,CROP:3,CROP:100.00%
မင်းမဟော်,3,0.01%,FERT:3,FERT:100.00%
မနက်စောစော,3,0.01%,TIME:3,TIME:100.00%
မနက်ပိုင်း,3,0.01%,TIME:3,TIME:100.00%
မနက်ဖြန်,3,0.01%,TIME:3,TIME:100.00%
မနောသုခ,3,0.01%,VAR:3,VAR:100.00%
မနှစ်,3,0.01%,TIME:3,TIME:100.00%
မာလာသီယွန်,3,0.01%,PESTI:3,PESTI:100.00%
မိုလစ်ဒီနန်,3,0.01%,NUT:3,NUT:100.00%
မိုးကင်း,3,0.01%,WEATHER:3,WEATHER:100.00%
မိုးကုန်,3,0.01%,SEASON:3,SEASON:100.00%
မိုးခေါင်,3,0.01%,ABIOD:3,ABIOD:100.00%
မိုးလယ်,3,0.01%,SEASON:3,SEASON:100.00%
မီးထောင်ချောက်,3,0.01%,METHOD:3,METHOD:100.00%
မီးရှို့ဖျက်ဆီး,3,0.01%,FARM_OP:3,FARM_OP:100.00%
မုန်ညှင်း,3,0.01%,CROP:3,CROP:100.00%
မုန်လာဥဝါ,3,0.01%,CROP:3,CROP:100.00%
မုံရွာ,3,0.01%,LOC:3,LOC:100.00%
မျိုးကူး,3,0.01%,FARM_OP:3,FARM_OP:100.00%
မျိုးကောင်းမျိုးသန့်,3,0.01%,SEED:3,SEED:100.00%
မျိုးဆံ,3,0.01%,SEED:3,SEED:100.00%
မျောက်ငို,3,0.01%,CROP:3,CROP:100.00%
မြိတ်,3,0.01%,LOC:3,LOC:100.00%
မြေဆီသြဇာ,3,0.01%,FERT:3,FERT:100.00%
မြေဆွပေးခြင်း,3,0.01%,FARM_OP:3,FARM_OP:100.00%
မြေတွင်ချစိုက်,3,0.01%,FARM_OP:3,FARM_OP:100.00%
မြေဩဇာအရည်,3,0.01%,FERT:3,FERT:100.00%
မွန်ပြည်နယ်,3,0.01%,LOC:3,LOC:100.00%
မွန်းလွဲပိုင်း,3,0.01%,TIME:3,TIME:100.00%
မှည့်ပြောက်စွန်းရောဂါ,3,0.01%,DIS:3,DIS:100.00%
မှဲ့ပြောက်စွန်းရောဂါ,3,0.01%,DIS:3,DIS:100.00%
ယင်ဖြူစုပ်စားပိုး,3,0.01%,PEST:3,PEST:100.00%
ရင့်မှည့်ချိန်,3,0.01%,TIME:3,TIME:100.00%
ရတနာတိုး,3,0.01%,VAR:3,VAR:100.00%
ရန်ကုန်တိုင်း,3,0.01%,LOC:3,LOC:100.00%
ရိတ်,3,0.01%,FARM_OP:3,FARM_OP:100.00%
ရေကန်စွန်း,3,0.01%,CROP:3,CROP:100.00%
