token,count,percent,tags,tag_percentages
ကြွယ်ဝသောမြေဩဇာကို,1,0.00%,O:1,O:100.00%
ကြွယ်ဝသောဟင်သီးဟင်းရွက်စားသုံးမှုမှာသိသိသာသာမြင့်တက်လာသည်။,1,0.00%,O:1,O:100.00%
ကြွေကျပြီး၊,1,0.00%,O:1,O:100.00%
ကြွေခြင်း၊,1,0.00%,O:1,O:100.00%
ကြွေတာကတော့ပုံမှန်ပါပဲဗျ။,1,0.00%,O:1,O:100.00%
ကြွေပြီး,1,0.00%,O:1,O:100.00%
ကြွေပြီးမကြာခင်အောက်က,1,0.00%,O:1,O:100.00%
ကြွေဖြူ,1,0.00%,VAR:1,VAR:100.00%
ကြွေမှုနှောင့်နှေးစေရန်(,1,0.00%,O:1,O:100.00%
ကြွေရခြင်း,1,0.00%,SYM:1,SYM:100.00%
ကြွေဝါ,1,0.00%,VAR:1,VAR:100.00%
ကြွေးထားတာကြာပီဖြုတ်ကတော့တော်တော်လေးများပါတယ်,1,0.00%,O:1,O:100.00%
ကြွေးပါ,1,0.00%,O:1,O:100.00%
ကြွေးပါ။,1,0.00%,O:1,O:100.00%
ကြွေးပြီး,1,0.00%,O:1,O:100.00%
ကြွေးရင်ရပါတယ်,1,0.00%,O:1,O:100.00%
ကြွေ၊,1,0.00%,O:1,O:100.00%
ကြ၏။,1,0.00%,O:1,O:100.00%
ကွက်ကြား,1,0.00%,SYM:1,SYM:100.00%
ကွက်ထဲချထားပေးပြီး,1,0.00%,O:1,O:100.00%
ကွက်ထဲ၌,1,0.00%,O:1,O:100.00%
ကွက်နည်းနည်းချင်းစမ်းသပ်,1,0.00%,O:1,O:100.00%
ကွက်ပေါ်မှတန်,1,0.00%,O:1,O:100.00%
ကွက်ဖော်ပါ။,1,0.00%,O:1,O:100.00%
ကွက်မှာတော့,1,0.00%,O:1,O:100.00%
ကွက်သေး,1,0.00%,SYM:1,SYM:100.00%
ကွက်၌မူမြေ,1,0.00%,O:1,O:100.00%
ကွင်း,1,0.00%,O:1,O:100.00%
ကွင်းဆင်းစစ်ဆေးခြင်း,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ကွင်းထဲသို့,1,0.00%,O:1,O:100.00%
ကွင်းများ၌,1,0.00%,O:1,O:100.00%
ကွင်းမှာတစ်ဧက,1,0.00%,O:1,O:100.00%
ကွင်းမှာ။,1,0.00%,O:1,O:100.00%
ကွန်ဂရစ်အိုးအသုံးပြုပြီးအပင်,1,0.00%,O:1,O:100.00%
ကွန်ပေါင်းထပ်,1,0.00%,O:1,O:100.00%
ကွန်ပေါင်းမြေသြဇာ,1,0.00%,FERT:1,FERT:100.00%
ကွန်ပေါင်းမြေဩဇာကို,1,0.00%,FERT:1,FERT:100.00%
ကွန်ဘိ,1,0.00%,NUT:1,NUT:100.00%
ကွမ်းစားဂမုန်း,1,0.00%,CROP:1,CROP:100.00%
ကွမ်းဆီစွန်းရောဂါ,1,0.00%,DIS:1,DIS:100.00%
ကွမ်းနုဝါ,1,0.00%,CROP:1,CROP:100.00%
ကွာခြားမှုရှိသော,1,0.00%,O:1,O:100.00%
ကွာခြားမှုသိပ်မများပေ။,1,0.00%,O:1,O:100.00%
ကွာဒွိစုံ,1,0.00%,O:1,O:100.00%
ကွာဝေးရသည်။,1,0.00%,O:1,O:100.00%
ကွီဇာလိုဖော့ပီအီသိုင်း,1,0.00%,HERB:1,HERB:100.00%
ကွီနာဖော့,1,0.00%,PESTI:1,PESTI:100.00%
ကွေးလေးတွေ့ရလို့ဘယ်လိုဖြစ်တာလဲ။,1,0.00%,O:1,O:100.00%
ကွဲတတ်ပါတယ်။,1,0.00%,O:1,O:100.00%
ကွဲတာဖုတာ,1,0.00%,SYM:1,SYM:100.00%
ကွဲထွက်ခြင်းနှင့်,1,0.00%,O:1,O:100.00%
ကွဲမှဖျန်းရင်ရပါတယ်။,1,0.00%,O:1,O:100.00%
က၊ရာသီ,1,0.00%,O:1,O:100.00%
က‌ပုံပါဓါတ်ဆားပတ်ထားပါတယ်ဗျ,1,0.00%,O:1,O:100.00%
ခ),1,0.00%,O:1,O:100.00%
ခ)ပန်းမပွင့်မီ,1,0.00%,O:1,O:100.00%
ခ)မြေရွေးချယ်ခြင်းမျိုးအတွက်ရည်ရွယ်သောကြောင့်မြေရွေးချယ်ရာတွင်မြေဆီိထက်သန်မြေ၊ရေ,1,0.00%,O:1,O:100.00%
"ခ=ကျပ်၆ဝ,ဝဝဝ/ဧကဟုဆိုပါစို့၃။",1,0.00%,O:1,O:100.00%
ခက်မထွက်လို့ဘယ်လိုအားဆေးမျိုးသုံးသင့်လဲ။,1,0.00%,O:1,O:100.00%
ခက်သည်အောက်သို့ငိုက်ကျသည်။,1,0.00%,O:1,O:100.00%
ခကြီးမြင့်ခြင်းနှင့်လယ်ယာလုပ်သားနည်းပါးပြီးလုပ်ခဈေးမြင့်တက်နေသောကြောင့်လယ်သမားများစွာအရှုံးပေါ်နေခြင်းဖြစ်ကြောင်းသိရသည်။,1,0.00%,O:1,O:100.00%
ခင်ကတည်းကတမန်းညက်နေအောင်အကြိမ်,1,0.00%,O:1,O:100.00%
ခင်ကတည်းကထည့်သွင်းပေးသင့်ပါတယ်ဗျ၊,1,0.00%,O:1,O:100.00%
ခင်ကာလတွင်...။,1,0.00%,O:1,O:100.00%
ခင်ကောင်းစွာ,1,0.00%,O:1,O:100.00%
ခင်တလကြိုထည့်ပေးရပါမယ်။,1,0.00%,O:1,O:100.00%
ခင်ထည့်ရမလား,1,0.00%,O:1,O:100.00%
ခင်ထုံးထည့်သွင်းပေးတာ,1,0.00%,O:1,O:100.00%
ခင်ထဲမှာ,1,0.00%,O:1,O:100.00%
ခင်နှပ်ထားသင့်ပါသည်။,1,0.00%,O:1,O:100.00%
ခင်ဗျ။,1,0.00%,O:1,O:100.00%
ခင်မနက်,1,0.00%,O:1,O:100.00%
ခင်းကကျဲပြီးအပင်ပေါက်ကတည်းက,1,0.00%,O:1,O:100.00%
ခင်းကစုပ်ယူသောလစဉ်ရေလိုအပ်ချက်ကိုဇယား(၁)၌ဖေါ်ပြထားပါသည်။,1,0.00%,O:1,O:100.00%
ခင်းကတစ်ထောင်လောက်ဖြစ်ပါပြီဖြေကြားပေးအုံးခင်ဗျ,1,0.00%,O:1,O:100.00%
ခင်းကိုထွန်နဲ့မှုန်းပြီးရေကိုထုတ်ပစ်လိုက်သင့်လားမထုတ်ပဲထားသင့်လားသိချင်ပါတယ်,1,0.00%,O:1,O:100.00%
ခင်းကိုပိုးသတ်ဆေးထဖျန်း။,1,0.00%,O:1,O:100.00%
ခင်းကိုဘောင်နဲ့,1,0.00%,O:1,O:100.00%
ခင်းကိုမျိုးအဖြစ်သုံးသင့်သည်။,1,0.00%,O:1,O:100.00%
ခင်းကိုရေဖြင့်အမြဲတမ်းဖုံးလွှမ်းမထားရပါ။,1,0.00%,O:1,O:100.00%
ခင်းကိုရေမသွင်းနိုင်ပါကအထွက်နှုန်းကိုသိသိသာသာကျဆင်းစေမည်။,1,0.00%,O:1,O:100.00%
ခင်းကိုရေအမြဲထည့်မသွင်းထားရ။,1,0.00%,O:1,O:100.00%
ခင်းကိုသီးသန့်,1,0.00%,O:1,O:100.00%
ခင်းကိုအကျိုးများစေသည်။,1,0.00%,O:1,O:100.00%
ခင်းကြီးဖျက်လိုက်ရသည်။,1,0.00%,O:1,O:100.00%
ခင်းဂျစ်ပဆန်,1,0.00%,FERT:1,FERT:100.00%
ခင်းငယ်,1,0.00%,O:1,O:100.00%
ခင်းတည်ထောင်,1,0.00%,O:1,O:100.00%
ခင်းတမန်းပြင်ရာတွင်မြေမျက်နှာပြင်ကိုညီနေအောင်ဆောင်ရွက်ပါလို့ပြောရခြင်းဖြစ်ပါသည်။,1,0.00%,O:1,O:100.00%
ခင်းတမန်းပြင်ရာတွင်မြေမျက်နှာပြင်ကိုညီနေအောင်ဆောင်ရွက်ရန်တိုက်တွန်းရခြင်းဖြစ်ပါသည်။,1,0.00%,O:1,O:100.00%
ခင်းတမန်းပြင်ရာတွင်ရေ,1,0.00%,O:1,O:100.00%
ခင်းတုန်းကလဲအလိုဘဲဗျသေတာမှအရမ်းဘဲအဓိကကတော့,1,0.00%,O:1,O:100.00%
ခင်းတွင်နွားကျင်ငယ်ရည်အသုံးပြုပါက။,1,0.00%,O:1,O:100.00%
ခင်းတွင်လည်း,1,0.00%,O:1,O:100.00%
ခင်းတွင်သားတက်ပြန်စိုက်ထားတာ,1,0.00%,O:1,O:100.00%
ခင်းတွေကိုဥကြီးပြီးအမြန်တူးရအောင်,1,0.00%,O:1,O:100.00%
ခင်းတွေထဲမှာ,1,0.00%,O:1,O:100.00%
ခင်းတွေမှာယေဘုယျအားဖြင့်ပေါင်းအမျိုးအစား,1,0.00%,O:1,O:100.00%
ခင်းတွေမှာအဲလိုဖြစ်နေလို့ဘယ်လိုလုပ်ရမလဲဗျ,1,0.00%,O:1,O:100.00%
ခင်းထဲ,1,0.00%,O:1,O:100.00%
ခင်းထဲကို,1,0.00%,O:1,O:100.00%
ခင်းထဲကျဲကြတယ်လို့သိရတယ်ဟုတ်လားကျဲလို့ရလားဘာကောင်းတာလဲ။,1,0.00%,O:1,O:100.00%
ခင်းထဲတော့ရေမရှိပါဘူးပုံမှန်ဆိုမျိုးကျဲပီးနောက်နေ့,1,0.00%,O:1,O:100.00%
ခင်းထဲတွင်တလိုင်းခေါင်း,1,0.00%,O:1,O:100.00%
ခင်းထဲတွင်ရေအမြဲရှိမနေသဖြင့်ပေါင်းပေါက်ပွားမှုအလွန်များပြားနိုင်သည်။,1,0.00%,O:1,O:100.00%
ခင်းထဲပိုးကောင်လေးတွေက,1,0.00%,O:1,O:100.00%
ခင်းထဲပြုလုပ်လို့ရပါတယ်ဗျ၊အခါတိုင်းထက်,1,0.00%,O:1,O:100.00%
ခင်းထဲမှပေါက်တဲ့ပေါင်းပါဗျဘယ်ရွေးချယ်,1,0.00%,O:1,O:100.00%
ခင်းထဲမှရေကိုထုတ်မပစ်ရပါ။,1,0.00%,O:1,O:100.00%
ခင်းထဲမှရေကိုပြောင်စင်အောင်ထုတ်ပေးရမည်။,1,0.00%,O:1,O:100.00%
ခင်းထဲမှာ,1,0.00%,O:1,O:100.00%
ခင်းထဲမှာပုံထဲကအတိုင်းဖြစ်နေတာဘယ်လိုလုပ်ရမလဲ။,1,0.00%,O:1,O:100.00%
ခင်းထဲသို့စာကလေး,1,0.00%,PEST:1,PEST:100.00%
ခင်းထဲသို့ရေးကိုခပ်ပါးပါးထည့်သွင့်ပေးရမည်။,1,0.00%,O:1,O:100.00%
ခင်းထဲအဲ့ပေါင်းမြက်တွေရှင်းချင်လို့ပါဘာရွေးချယ်ပေါင်းသတ်ဆေးပက်ရမလဲဗျ။,1,0.00%,O:1,O:100.00%
ခင်းထဲ၌,1,0.00%,O:1,O:100.00%
ခင်းဒီလိုဖြစ်နေတာ,1,0.00%,O:1,O:100.00%
ခင်းနဲ့,1,0.00%,O:1,O:100.00%
ခင်းပုံတင်ပြီးမေးမှ။,1,0.00%,O:1,O:100.00%
ခင်းပုံထဲကအတိုင်း,1,0.00%,O:1,O:100.00%
ခင်းပုံပါရင်ပိုအဆင်ပြေပါမယ်၊။,1,0.00%,O:1,O:100.00%
ခင်းပေါင်းသတ်ဆေးဖျန်း,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ခင်းပေါင်းသတ်ဆေးဖြန်းထားတာဘယ်နှစ်ရက်လောက်နေမှမြေသြဇာကျွေးသင့်လဲသိချင်ပါတယ်။,1,0.00%,O:1,O:100.00%
ခင်းပေးရမည်။,1,0.00%,O:1,O:100.00%
ခင်းဖျန်းပါ။,1,0.00%,O:1,O:100.00%
ခင်းဖျန်းဖို့အပင်ငယ်ကိုဘယ်လောက်စီစီထဲ့သင့်လဲဗျပီအိတ်ချ်တိုင်းစက်နဲ့တိုင်လို့ရလားဗျပီအိတ်ချ်ဘယ်လောက်မှာရှိတင်လဲဗျ။,1,0.00%,O:1,O:100.00%
ခင်းများကိုကွန်တိုမျဉ်းတစ်လျောက်နေရာဖော်,1,0.00%,O:1,O:100.00%
ခင်းများကိုတည်ဆောက်လာကြသည်။,1,0.00%,O:1,O:100.00%
ခင်းများတွင်ထိပ်ဖျားပိုင်းအထိအချိုဒီဂရီတက်လာပေတော့သည်။,1,0.00%,O:1,O:100.00%
ခင်းများတွင်မျိုးတူမှသာမိမိမြေတွင်,1,0.00%,O:1,O:100.00%
ခင်းများထဲမှာကြဲချတာပါ။,1,0.00%,O:1,O:100.00%
ခင်းများနဲ့တခြားရေမှာ,1,0.00%,O:1,O:100.00%
ခင်းများနှင့်“မျိုးရောနှောမှု,1,0.00%,O:1,O:100.00%
ခင်းများမှရယူထားသောမျိုးများဖြစ်ကြပါသည်။,1,0.00%,O:1,O:100.00%
ခင်းများမှအပင်အာဟာရဓာတ်အခြေအနေအတွက်,1,0.00%,O:1,O:100.00%
ခင်းများသည်ခင်းသစ်ထက်,1,0.00%,O:1,O:100.00%
ခင်းများ၌ပေါင်းကြောင့်သီးနှံအထွက်ကျဆင်းမှုမှာမူ,1,0.00%,O:1,O:100.00%
ခင်းမြေကိုစွတ်စိုနေရုံမျှသာ,1,0.00%,O:1,O:100.00%
ခင်းမြေသည်,1,0.00%,O:1,O:100.00%
ခင်းမှခုတ်သိမ်းရသောအလေးချိန်သည်၃၂.၉တန်ဧကအထိအမြင့်ဆုံးရပါသည်။,1,0.00%,O:1,O:100.00%
ခင်းမှထွက်သော,1,0.00%,O:1,O:100.00%
ခင်းမှထွက်သောမျိုးများမှာမိရိုးဖလာနည်းဖြင့်ရောင်းချရန်မိမိ,1,0.00%,O:1,O:100.00%
ခင်းမှာကျတဲ့,1,0.00%,O:1,O:100.00%
ခင်းမှာပုံထဲကအတိုင်းဖြစ်နေပြီး,1,0.00%,O:1,O:100.00%
ခင်းမှာပုံထဲကအတိုင်းဖြစ်နေလို့ဘယ်လိုလုပ်ရမလဲ။,1,0.00%,O:1,O:100.00%
ခင်းမှာဖျက်စီးတတ်လို့,1,0.00%,O:1,O:100.00%
ခင်းမှာဘာရောဂါများဖြစ်နေသလဲခင်ဗျာဘာဆေးနဲ့ကုသရင်အဆင်ပြေမလဲခင်ဗျာ။,1,0.00%,O:1,O:100.00%
ခင်းမှာရွက်ဖျန်းအဖြစ်အသုံးပြုချင်လို့ပါ။,1,0.00%,O:1,O:100.00%
ခင်းမှာလှည့်ရင်ရောဘယ်ကာကွယ်ဆေးကုသေဆးတွေနဲ့လှည့်သင့်ပါသလဲဆရာဖြေကြားပေးပါ။,1,0.00%,O:1,O:100.00%
ခင်းမှာသုံးချင်ပါတယ်။,1,0.00%,O:1,O:100.00%
ခင်းမှာအခုပို့းကြရောက်နေပါတယ်,1,0.00%,O:1,O:100.00%
ခင်းမှာအထွက်နှုန်းနည်းတာကိုပဲသိကြတယ်။,1,0.00%,O:1,O:100.00%
ခင်းမှာအပင်,1,0.00%,O:1,O:100.00%
ခင်းရေတင်လို့ရလားဗျကောင်းကျိူးဆိုးကျိုးလေးတေွပြောပြပေးပါဗျ။,1,0.00%,O:1,O:100.00%
ခင်းရေများရာကနေစိုက်ခင်းထဲထိ,1,0.00%,O:1,O:100.00%
ခင်းရဲ့ဘယ်လိုအခြေအနေမှာသုံးစွဲလို့ရနိုင်ပါသလဲ။,1,0.00%,O:1,O:100.00%
ခင်းရှိပါကမျိုးအဖြစ်မခုတ်မီ,1,0.00%,O:1,O:100.00%
ခင်းလေးကိုဓတ်စား,1,0.00%,O:1,O:100.00%
ခင်းလေး။,1,0.00%,O:1,O:100.00%
ခင်းလွင်ပြင်ဒေသမိုးရေချိန်ဖြစ်သည်။,1,0.00%,O:1,O:100.00%
ခင်းသက်တမ်းနုချိန်မှာနနွင်းမှုန့်ကိုရေဖျော်ပြီးဖျန်းပက်တာတွေ့ရပါတယ်ဘယ်လိုအကျိုးကျေးဇူးရှိပါသလဲခင်ဗျ။,1,0.00%,O:1,O:100.00%
ခင်းသစ်ကို,1,0.00%,O:1,O:100.00%
ခင်းသည်,1,0.00%,O:1,O:100.00%
ခင်းသို့နေ့စဉ်,1,0.00%,O:1,O:100.00%
ခင်းဟောင်းခုတ်ခြင်းနှင့်,1,0.00%,O:1,O:100.00%
ခင်းအတိုင်းပြုစုစောင့်ရှောက်ပေးရသည်။,1,0.00%,O:1,O:100.00%
ခင်းအတွက်ကိုယ်တိုင်ရွေးချယ်ရရှိနိုင်ပါသည်။,1,0.00%,O:1,O:100.00%
ခင်းအတွက်ပါ,1,0.00%,O:1,O:100.00%
ခင်းအတွက်ပါဆရာ။,1,0.00%,O:1,O:100.00%
ခင်းအတွက်ဘယ်အားဆေးကိုအဓိကဖျန်းသင့်သလဲဆရာ။,1,0.00%,O:1,O:100.00%
ခင်းအတွက်သုံးလျှင်သင့်လျော်နိုင်သည်။,1,0.00%,O:1,O:100.00%
ခင်းအတွင်းကိုဆင်း၍,1,0.00%,O:1,O:100.00%
ခင်းအတွင်းမှမျိုးထိန်းအပင်များသတ်မှတ်ရွေးချယ်ရန်ဖြစ်သည်။,1,0.00%,O:1,O:100.00%
ခင်းအတွင်းရေ,1,0.00%,O:1,O:100.00%
ခင်းအတွင်းလျပ်စစ်မီးထွန်းခြင်းဖြင့်၎င်းလိုအပ်သော,1,0.00%,O:1,O:100.00%
ခင်းအသစ်,1,0.00%,O:1,O:100.00%
ခင်းအားမူမှန်,1,0.00%,O:1,O:100.00%
ခင်းအားရေဝအောင်လောင်းထားရမည်။,1,0.00%,O:1,O:100.00%
ခင်း၊,1,0.00%,O:1,O:100.00%
ခင်း၌,1,0.00%,O:1,O:100.00%
ခင်၊ရိုးပြတ်တွေမီးရှို့ချင်လို့ဆရာ..လုပ်သင့်မလုပ်သင့်၊အဲဒါလေး.ရှင်းပြပေးစေချင်ပါတယ်ဆိုပြီးဖုန်းဆက်မေးမြန်းလို့..ဒီစာလေးနဲ့အကြောင်းပြန်ပေးလိုက်ပါရစေ။,1,0.00%,O:1,O:100.00%
ခဏမိထားပါတယ်။,1,0.00%,O:1,O:100.00%
ခတ်အားရွေးချယ်ခြင်း,1,0.00%,O:1,O:100.00%
ခနမိထားလို့ရောဂါဖြစ်မှာစိုးရိမ်ရင်,1,0.00%,O:1,O:100.00%
ခန့်(မျိုးတက်၉၆၈၀)သာလိုအပ်သည်။,1,0.00%,O:1,O:100.00%
ခန့်)ချိန်ဆပါ။,1,0.00%,O:1,O:100.00%
ခန့်)စိမ်ပြီးမှဆယ်ယူ,1,0.00%,O:1,O:100.00%
ခန့်)ထုတ်ယူရရှိပါသည်။,1,0.00%,O:1,O:100.00%
ခန့်)ထွက်ရှိနိုင်ပါသည်။,1,0.00%,O:1,O:100.00%
ခန့်)ရှိပြီးအလုံးသွယ်သွယ်အစိမ်းရောင်ရှိပါတယ်။,1,0.00%,O:1,O:100.00%
ခန့်)အားရေ,1,0.00%,O:1,O:100.00%
ခန့်)၊,1,0.00%,O:1,O:100.00%
ခန့်ကဆောင်းပါးတွေမှာတော့ဈေးကွက်ကောင်းမွန်ကြောင်းဖတ်ဖူးပါတယ်ဗျ။,1,0.00%,O:1,O:100.00%
ခန့်ကဆောင်းပါးအရ,1,0.00%,O:1,O:100.00%
ခန့်ကိုဖြတ်ယူပြီး၊,1,0.00%,O:1,O:100.00%
ခန့်ကိုရေ,1,0.00%,O:1,O:100.00%
ခန့်ကျယ်သော,1,0.00%,O:1,O:100.00%
ခန့်ကျွေးပါ။,1,0.00%,O:1,O:100.00%
ခန့်ကြာမှသာမှည့်သည်။,1,0.00%,O:1,O:100.00%
ခန့်ကြာလျှင်ပျိုးပင်ပေါက်လာမည်။,1,0.00%,O:1,O:100.00%
ခန့်ကြာလျှင်ဘူးထဲတွင်ရေငွေ့ရှိမရှိကြည့်ရသည်။,1,0.00%,O:1,O:100.00%
ခန့်ကြာသည်အထိစိမ်ပေးခြင်းဖြင့်,1,0.00%,O:1,O:100.00%
ခန့်ကြာသည်အထိဖွင့်ထားပေးရပါမည်။,1,0.00%,O:1,O:100.00%
ခန့်ကြာသောအခါ,1,0.00%,O:1,O:100.00%
ခန့်ကြာသောအခါတွင်ကောက်ရိုးပွားစာတွင်မှိုမျှင်များကောင်းမွန်စွာပွားများလာကာ,1,0.00%,O:1,O:100.00%
ခန့်ကြို,1,0.00%,O:1,O:100.00%
ခန့်ကြိုတူးထားရမည်။,1,0.00%,O:1,O:100.00%
ခန့်ခိုအောင်းနေထိုင်ပြီး,1,0.00%,O:1,O:100.00%
ခန့်ခုတ်းပေးရမည်။,1,0.00%,O:1,O:100.00%
ခန့်ချန်ထား၍ဒုတိယရာသီတွင်,1,0.00%,O:1,O:100.00%
ခန့်ချန်၍ယင်းရေစိုဂျပ်စက္ကူစလေးများကိုဘောင်အတွင်းပိုင်းအားလုံးပေါ်တွင်ညီညာစွာဖြန့်ကျဲထားရပါမည်။,1,0.00%,O:1,O:100.00%
ခန့်ခြားပြီးမှဖျန်းပေးခြင်းကပိုမိုသင့်တော်ပါတယ်။,1,0.00%,O:1,O:100.00%
ခန့်ခြား၍,1,0.00%,O:1,O:100.00%
ခန့်ခွာကာအပေါ်မှ,1,0.00%,O:1,O:100.00%
ခန့်ခွာပြီးဖြတ်ခူးပါ။,1,0.00%,O:1,O:100.00%
ခန့်စောစေပါသည်။,1,0.00%,O:1,O:100.00%
ခန့်တပ်ဆင်ပြီးည,1,0.00%,O:1,O:100.00%
ခန့်တွင်ကောင်းမွန်စွာဖြစ်ထွန်းသည်။,1,0.00%,O:1,O:100.00%
ခန့်တွင်ပေ၄၀အရှည်မြောင်းတစ်မြောင်းကို,1,0.00%,O:1,O:100.00%
ခန့်တွင်ရောမွှေထည့်ထားပေးရပါမည်။,1,0.00%,O:1,O:100.00%
ခန့်တွင်အထက်သို့တက်သော,1,0.00%,O:1,O:100.00%
ခန့်တွင်အရိပ်စင်အားလုံးဝ,1,0.00%,O:1,O:100.00%
ခန့်တွင်အရိပ်အားလုံး,1,0.00%,O:1,O:100.00%
ခန့်ထည့်ပြီး,1,0.00%,O:1,O:100.00%
ခန့်ထည့်သော်လည်း,1,0.00%,O:1,O:100.00%
ခန့်ထပ်ဆောင်းမြေဩဇာအဖြစ်ကျွေးပေးနိုင်ပါသည်။,1,0.00%,O:1,O:100.00%
ခန့်ထားပါ။,1,0.00%,O:1,O:100.00%
ခန့်ထားပေးရပါမည်။,1,0.00%,O:1,O:100.00%
ခန့်ထားပြီး,1,0.00%,O:1,O:100.00%
ခန့်ထားရှိ,1,0.00%,O:1,O:100.00%
ခန့်ထားသင့်ပါသည်။,1,0.00%,O:1,O:100.00%
ခန့်ထား၍ပြုစုပေးပါ။,1,0.00%,O:1,O:100.00%
ခန့်ထိထုတ်ပစ်ပါကအကောင်ငယ်များအောက်ဆီဂျင်ပြတ်၍သေစေပါသည်။,1,0.00%,O:1,O:100.00%
ခန့်ထိရောပြီးပက်ဖျန်းနိုင်ပါသည်။,1,0.00%,O:1,O:100.00%
ခန့်ထုတ်ပစ်ပြီးနောက်ရေပါးပါးပြန်သွင်းပြီး,1,0.00%,O:1,O:100.00%
ခန့်ထွက်ရှိနိုင်ပါသည်။,1,0.00%,O:1,O:100.00%
ခန့်ထွက်ရှိပါသည်။,1,0.00%,O:1,O:100.00%
ခန့်ထွက်လာချိန်တွင်ထိပ်ပိုင်း,1,0.00%,O:1,O:100.00%
ခန့်နောက်ကျပြီးမှရင့်မှည့်သည်။,1,0.00%,O:1,O:100.00%
ခန့်နှပ်ထားပြီးမှစိုက်သင့်တယ်ထုံးအသားမသေရင်မျိုးစေ့နဲ့ထိရင်အပင်မပေါက်ပျက်စီးသွားနိုင်တယ်အထူးသဖြင့်ထုံးများများထည့်ရင်,1,0.00%,O:1,O:100.00%
ခန့်ပါဝင်သည်။,1,0.00%,O:1,O:100.00%
ခန့်ပြတ်သွားပါက,1,0.00%,O:1,O:100.00%
ခန့်ပြုလုပ်ကြပါသည်။,1,0.00%,O:1,O:100.00%
ခန့်ပြုလုပ်ပေးရန်မလိုအပ်ပါ။,1,0.00%,O:1,O:100.00%
ခန့်ဖြင့်ပါဝင်ဖွဲ့စည်းထားပြီးကျန်အာဟာရများမှာ,1,0.00%,O:1,O:100.00%
ခန့်ဖြန့်ပါ၊အစေ့စိုက်ပင်အားပျိုးသက်တစ်နှစ်ကျော်မှမြေချစိုက်ရပါမည်။,1,0.00%,O:1,O:100.00%
ခန့်ဘောင်ပြုလုပ်ပြီး,1,0.00%,O:1,O:100.00%
ခန့်မျက်နှာဝပေါ်ရန်တစ်စောင်းလှီးပေးပါ။,1,0.00%,O:1,O:100.00%
ခန့်မြင့်လာသောအခါ,1,0.00%,O:1,O:100.00%
ခန့်မြေမြုပ်,1,0.00%,O:1,O:100.00%
ခန့်မှ,1,0.00%,O:1,O:100.00%
ခန့်မှစ၍,1,0.00%,O:1,O:100.00%
ခန့်မှန်းခြေ,1,0.00%,O:1,O:100.00%
ခန့်မှန်းအနေဖြင့်မျိုးစေ့,1,0.00%,O:1,O:100.00%
ခန့်ရရှိနိုင်သည်။,1,0.00%,O:1,O:100.00%
ခန့်ရေမလောင်းပဲထားရပါမည်။,1,0.00%,O:1,O:100.00%
ခန့်ရေမလောင်းပဲထားရမည်။,1,0.00%,O:1,O:100.00%
ခန့်ရောက်ပြီဆိုပါက,1,0.00%,O:1,O:100.00%
ခန့်ရောက်အောင်ထည့်ပါ။,1,0.00%,O:1,O:100.00%
ခန့်ရော၍,1,0.00%,O:1,O:100.00%
ခန့်ရှည်ထွက်ပါမည်။,1,0.00%,O:1,O:100.00%
ခန့်ရှည်ပြီး,1,0.00%,O:1,O:100.00%
ခန့်ရှည်လျားသည့်လက်ခြား,1,0.00%,O:1,O:100.00%
ခန့်ရှည်သည်။,1,0.00%,O:1,O:100.00%
ခန့်ရှည်၍ဘဲဥပုံ,1,0.00%,O:1,O:100.00%
ခန့်ရှိတဲ့,1,0.00%,O:1,O:100.00%
ခန့်ရှိပါမည်။,1,0.00%,O:1,O:100.00%
ခန့်ရှိပါသည်။,1,0.00%,O:1,O:100.00%
ခန့်ရှိပြီး,1,0.00%,O:1,O:100.00%
ခန့်ရှိရမည်။,1,0.00%,O:1,O:100.00%
ခန့်ရှိလာချိန်တွင်နွယ်များကိုဖြောင့်တန်းပေးပြီး၊တန်းကြားတွင်ကောက်ရိုးခြောက်များကိုဖုံးအုပ်ဖြန့်ထားပေးရမည်။,1,0.00%,O:1,O:100.00%
ခန့်ရှိလျှင်,1,0.00%,O:1,O:100.00%
ခန့်ရှိလျှင်စတင်,1,0.00%,O:1,O:100.00%
ခန့်ရှိလျှင်အသင့်တော်ဆုံးဖြစ်သည်။,1,0.00%,O:1,O:100.00%
ခန့်ရှိသင့်ပါသည်။,1,0.00%,O:1,O:100.00%
ခန့်ရှိသည့်အခါကျန်ရှိသည့်လေရှူ,1,0.00%,O:1,O:100.00%
ခန့်ရှိသည်။,1,0.00%,O:1,O:100.00%
ခန့်ရှိသောကျင်းများကိုတည့်မတ်စွာတူးပါ။,1,0.00%,O:1,O:100.00%
ခန့်ရှိသောစက်ဝိုင်းပုံသဏ္ဍာန်အဝန်းအဝိုင်းအားနေရာသတ်မှတ်ပါ။,1,0.00%,O:1,O:100.00%
ခန့်လိုအပ်သည်။,1,0.00%,O:1,O:100.00%
ခန့်လောင်းပေးရမည်။,1,0.00%,O:1,O:100.00%
ခန့်လျှော့ချနိုင်ပြီး,1,0.00%,O:1,O:100.00%
ခန့်လှန်းပေးပါ။,1,0.00%,O:1,O:100.00%
ခန့်လှပ်ထားသောမြေတွင်စိုက်ဘောင်များဆွဲ၍,1,0.00%,O:1,O:100.00%
